Dropdown Selection,ROM Hack Title,Created By,Exits,Difficulty,Type,Added Date,SMWC ID,SMWCentral Page URL,Direct Download URL
Super LouisDoucet World 2,Super LouisDoucet World 2,,30,Master,Kaizo,,,,
Super LSG World,Super LSG World,,15,Intermediate,Kaizo,,,,
Super LSG World (B-Side),Super LSG World (B-Side),,6,Expert,Kaizo,,,,
Super Luigi Arcade,Super Luigi Arcade,,24,Intermediate,Standard,,,,
Super Luigi Bros: Mystery Of the 7 Jewels,Super Luigi Bros: Mystery Of the 7 Jewels,,37,Casual,Standard,,,,
Super Luigi Land,Super Luigi Land,,108,Casual,Standard,,,,
Super Luigi Land 2,Super Luigi Land 2,,64,Casual,Standard,,,,
Super Luigi RPG World,Super Luigi RPG World,,5,Intermediate,Standard,,,,
Super Luigi World 0.5,Super Luigi World 0.5,,24,Intermediate,Standard,,,,
Super Luigi World DELUXE,Super Luigi World DELUXE,,34,Casual,Standard,,,,
Super Luigi World: Luigi's Fantastic Dream,Super Luigi World: Luigi's Fantastic Dream,,18,Intermediate,Standard,,,,
Super Luigi World: Luigi's Quest!,Super Luigi World: Luigi's Quest!,,96,Intermediate,Standard,,,,
Super Luigi: King Koopa and the PU,Super Luigi: King Koopa and the PU,,12,Intermediate,Standard,,,,
Super Luigi: The Regular Quest,Super Luigi: The Regular Quest,,6,Newcomer,Standard,,,,
Super Machok World,Super Machok World,,11,Advanced,Kaizo,,,,
Super Macron World,Super Macron World,,4,Advanced,"Kaizo, Tool-Assisted",,,,
Super Macron World: Ultra Lite,Super Macron World: Ultra Lite,,4,Intermediate,Kaizo,,,,
Super MADE World,Super MADE World,,10,Advanced,Kaizo,,,,
Super Mallow World,Super Mallow World,,71,Intermediate,Standard,,,,
Super Mallow World - Master Quest,Super Mallow World - Master Quest,,11,Master,Kaizo,,,,
Super Maple World,Super Maple World,,8,Advanced,Kaizo,,,,
Super Marina World,Super Marina World,,100,Advanced,Standard,,,,
Super Mario - Bowser's Secret Weapon,Super Mario - Bowser's Secret Weapon,,7,Newcomer,Standard,,,,
Super Mario - Modo Competitivo (Competitive Mode),Super Mario - Modo Competitivo (Competitive Mode),,32,Intermediate,Standard,,,,
Super Mario - The Ultimate Challenge,Super Mario - The Ultimate Challenge,,5,Newcomer,Standard,,,,
Super Mario (Tentative Title),Super Mario (Tentative Title),,7,Newcomer,Standard,,,,
Super Mario 16: The Fall of Yoshi,Super Mario 16: The Fall of Yoshi,,77,Casual,Standard,,,,
Super Mario 2D Land,Super Mario 2D Land,,87,Casual,Standard,,,,
Super Mario 32 Levels,Super Mario 32 Levels,,31,Casual,Standard,,,,
Super Mario 32 Levels (R4.0),Super Mario 32 Levels (R4.0),,33,Intermediate,Standard,,,,
Super Mario 64/4,Super Mario 64/4,,6,Newcomer,Standard,,,,
Super Mario 96: Adventures in Parallel Land,Super Mario 96: Adventures in Parallel Land,,14,Newcomer,Standard,,,,
Super Mario Adventure [SMWC #],Super Mario Adventure,,0,Casual,Standard,,,,
Super Mario Adventure [SMWC #],Super Mario Adventure,,8,Newcomer,Standard,,,,
Super Mario Adventures,Super Mario Adventures,,7,Casual,Standard,,,,
Super Mario and Luigi World: Brotherhood,Super Mario and Luigi World: Brotherhood,,12,Intermediate,Kaizo,,,,
Super Mario And Super Alli World,Super Mario And Super Alli World,,9,Newcomer,Standard,,,,
Super Mario and the Cretaceous Castle,Super Mario and the Cretaceous Castle,,20,Expert,Kaizo,,,,
Super Mario and the Missing Mushroom Coins,Super Mario and the Missing Mushroom Coins,,8,Intermediate,Standard,,,,
Super Mario and the Undersea Lab,Super Mario and the Undersea Lab,,7,Casual,Standard,,,,
Super Mario Another Retro,Super Mario Another Retro,,70,Casual,Standard,,,,
Super Mario Another Retro 2 (Demo),Super Mario Another Retro 2 (Demo),,19,Casual,Standard,,,,
Super Mario Arbitrium - Demo 2,Super Mario Arbitrium - Demo 2,,24,Advanced,Standard,,,,
Super Mario Arcade,Super Mario Arcade,,24,Intermediate,Standard,,,,
Super Mario Archipelago,Super Mario Archipelago,,44,Intermediate,Standard,,,,
Super Mario Aways - Redrawn,Super Mario Aways - Redrawn,,8,Casual,Standard,,,,
Super Mario Balloon World,Super Mario Balloon World,,79,Advanced,Standard,,,,
Super Mario Blooper World,Super Mario Blooper World,,29,Casual,Standard,,,,
Super Mario Brain Dead,Super Mario Brain Dead,,17,Casual,Standard,,,,
Super Mario Broken Anomaly: Prototype version,Super Mario Broken Anomaly: Prototype version,,5,Newcomer,Standard,,,,
Super Mario Bros - Merry Mountain Christmas Adventure,Super Mario Bros - Merry Mountain Christmas Adventure,,31,Casual,Standard,,,,
Super Mario Bros 2 Dream Courses,Super Mario Bros 2 Dream Courses,,22,Intermediate,Standard,,,,
Super Mario Bros 2: Mega Mario X,Super Mario Bros 2: Mega Mario X,,75,Casual,Standard,,,,
Super Mario Bros 3 as Dinosaur Land,Super Mario Bros 3 as Dinosaur Land,,120,Advanced,Standard,,,,
Super Mario Bros. - The Castle,Super Mario Bros. - The Castle,,2,Casual,Standard,,,,
Super Mario Bros. - The Key Of Nightmares,Super Mario Bros. - The Key Of Nightmares,,19,Casual,Standard,,,,
Super Mario Bros. - The Lost Mario Quest,Super Mario Bros. - The Lost Mario Quest,,89,Intermediate,Standard,,,,
Super Mario Bros. - The Seven Wands,Super Mario Bros. - The Seven Wands,,14,Casual,Standard,,,,
Super Mario Bros. 1X,Super Mario Bros. 1X,,66,Casual,Standard,,,,
Super Mario Bros. 2 DX,Super Mario Bros. 2 DX,,24,Casual,Standard,,,,
Super Mario Bros. 3 Redrawn,Super Mario Bros. 3 Redrawn,,0,Newcomer,Standard,,,,
Super Mario Bros. 3 X,Super Mario Bros. 3 X,,70,Casual,Standard,,,,
Super Mario Bros. 3: Golden,Super Mario Bros. 3: Golden,,88,Casual,Standard,,,,
Super Mario Bros. 3: The Secret Place,Super Mario Bros. 3: The Secret Place,,27,Intermediate,Standard,,,,
Super Mario Bros. 4 - The Mystery Of The Five Stones,Super Mario Bros. 4 - The Mystery Of The Five Stones,,76,Casual,Standard,,,,
Super Mario Bros. 4: Super Mario World | Mario and Luigi's Return to The Plains,Super Mario Bros. 4: Super Mario World | Mario and Luigi's Return to The Plains,,18,Casual,Standard,,,,
Super Mario Bros. 5 Reborn,Super Mario Bros. 5 Reborn,,85,Newcomer,Standard,,,,
Super Mario Bros. Advance 2 : Super Mario Bros. 3,Super Mario Bros. Advance 2 : Super Mario Bros. 3,,10,Casual,Standard,,,,
Super Mario Bros. Chaos,Super Mario Bros. Chaos,,8,Newcomer,Standard,,,,
Super Mario Bros. Easter Adventure,Super Mario Bros. Easter Adventure,,1,Newcomer,Standard,,,,
Super Mario Bros. Enhanced,Super Mario Bros. Enhanced,,42,Casual,Standard,,,,
Super Mario Bros. For Lost Players,Super Mario Bros. For Lost Players,,36,Advanced,Standard,,,,
Super Mario Bros. Peach's Adventure,Super Mario Bros. Peach's Adventure,,61,Casual,Standard,,,,
Super Mario Bros. Remix,Super Mario Bros. Remix,,14,Intermediate,Standard,,,,
Super Mario Bros. The Hunt For The Magical Key,Super Mario Bros. The Hunt For The Magical Key,,120,Casual,Standard,,,,
Super Mario Bros. The Invaders of Mushroom Kingdom,Super Mario Bros. The Invaders of Mushroom Kingdom,,58,Casual,Standard,,,,
Super Mario Bros. The Search for Bowser,Super Mario Bros. The Search for Bowser,,7,Newcomer,Standard,,,,
Super Mario Bros.: Peach's Challenge,Super Mario Bros.: Peach's Challenge,,7,Casual,Standard,,,,
Super Mario Bros.: The Last Showdown,Super Mario Bros.: The Last Showdown,,3,Intermediate,Standard,,,,
Super Mario Bros.: The Lost Levels 2,Super Mario Bros.: The Lost Levels 2,,32,Newcomer,Standard,,,,
Super Mario Bros.: The Minus World,Super Mario Bros.: The Minus World,,4,Casual,Standard,,,,
Super Mario Bros: Bowser Chaos,Super Mario Bros: Bowser Chaos,,17,Newcomer,Standard,,,,
Super Mario Bros: The Castle 2,Super Mario Bros: The Castle 2,,0,Casual,Standard,,,,
Super Mario Bros: The Early Years,Super Mario Bros: The Early Years,,47,Casual,Standard,,,,
Super Mario Bros: The Search for Oreo Cakesters,Super Mario Bros: The Search for Oreo Cakesters,,3,Casual,Standard,,,,
Super Mario Bros: Vanilla Islands,Super Mario Bros: Vanilla Islands,,32,Casual,Standard,,,,
Super Mario Brothers and the Giant Omelette,Super Mario Brothers and the Giant Omelette,,9,Casual,Standard,,,,
Super Mario Challenge,Super Mario Challenge,,34,Intermediate,Standard,,,,
Super Mario Classic'd,Super Mario Classic'd,,7,Casual,Standard,,,,
Super Mario Cosmos,Super Mario Cosmos,,9,Casual,Standard,,,,
Super Mario Del Lago,Super Mario Del Lago,,46,Casual,Standard,,,,
Super Mario Denied World,Super Mario Denied World,,6,Newcomer,Standard,,,,
Super Mario Dream World,Super Mario Dream World,,59,Casual,Standard,,,,
Super Mario DX,Super Mario DX,,48,Casual,Standard,,,,
Super Mario Element Worlds,Super Mario Element Worlds,,12,Casual,Standard,,,,
Super Mario Emulator (PTB),Super Mario Emulator (PTB),,25,Newcomer,Standard,,,,
Super Mario Endless World,Super Mario Endless World,,12,Casual,Standard,,,,
Super Mario Escapades,Super Mario Escapades,,7,Casual,Standard,,,,
Super Mario Expedition,Super Mario Expedition,,8,Newcomer,Standard,,,,
Super Mario Fiwerland,Super Mario Fiwerland,,73,Intermediate,Standard,,,,
Super Mario Flash 2: SMW Remake,Super Mario Flash 2: SMW Remake,,20,Casual,Standard,,,,
Super Mario Flash: Super Mario World Remake,Super Mario Flash: Super Mario World Remake,,10,Intermediate,Standard,,,,
Super Mario Fooland,Super Mario Fooland,,8,Casual,Standard,,,,
Super Mario Gaia,Super Mario Gaia,,28,Advanced,Kaizo,,,,
Super Mario Hack,Super Mario Hack,,8,Casual,Standard,,,,
Super Mario Hack - Uma Nova Aventura - A New Adventure (Lite Version),Super Mario Hack - Uma Nova Aventura - A New Adventure (Lite Version),,33,Intermediate,Standard,,,,
Super Mario Heroes,Super Mario Heroes,,2,Newcomer,Standard,,,,
Super Mario Horizons 1.0b,Super Mario Horizons 1.0b,,57,Intermediate,Standard,,,,
Super Mario Iggy's Revenge,Super Mario Iggy's Revenge,,19,Casual,Standard,,,,
Super Mario In Element World,Super Mario In Element World,,32,Casual,Standard,,,,
Super Mario In Element World 2: The Master Hand Revenge,Super Mario In Element World 2: The Master Hand Revenge,,7,Newcomer,Standard,,,,
Super Mario in Miscland 2: GrisBoo's Switches!,Super Mario in Miscland 2: GrisBoo's Switches!,,5,Intermediate,Standard,,,,
Super Mario in the Health Advocacy Project,Super Mario in the Health Advocacy Project,,4,Newcomer,Standard,,,,
Super Mario in the Vanilla Forest,Super Mario in the Vanilla Forest,,2,Intermediate,Standard,,,,
Super Mario in Yoshi Heaven,Super Mario in Yoshi Heaven,,13,Casual,Standard,,,,
Super Mario in: Yoshi's Revenge,Super Mario in: Yoshi's Revenge,,53,Casual,Standard,,,,
Super Mario Infinity 2: The Cursed Gem,Super Mario Infinity 2: The Cursed Gem,,114,Expert,Standard,,,,
Super Mario Infinity: Mystery of the Magic Wand,Super Mario Infinity: Mystery of the Magic Wand,,114,Advanced,Standard,,,,
Super Mario Islands,Super Mario Islands,,8,Newcomer,Standard,,,,
Super Mario Justice,Super Mario Justice,,13,Casual,Standard,,,,
Super Mario Land 2.5,Super Mario Land 2.5,,57,Intermediate,Standard,,,,
Super Mario Land 3: Tatanga's Return,Super Mario Land 3: Tatanga's Return,,70,Casual,Standard,,,,
Super Mario Land 4,Super Mario Land 4,,28,Casual,Standard,,,,
Super Mario Land Arcade!,Super Mario Land Arcade!,,3,Newcomer,Standard,,,,
Super Mario Land World,Super Mario Land World,,13,Casual,Standard,,,,
Super Mario Legacy,Super Mario Legacy,,140,Intermediate,Standard,,,,
Super Mario Logic,Super Mario Logic,,94,Casual,"Standard, Puzzle",,,,
Super Mario Lost in Monochrome,Super Mario Lost in Monochrome,,16,Casual,Standard,,,,
Super Mario Lost World,Super Mario Lost World,,10,Advanced,Standard,,,,
Super Mario Makers' Holiday Extravaganza,Super Mario Makers' Holiday Extravaganza,,21,Expert,"Standard, Kaizo",,,,
Super Mario Mania,Super Mario Mania,,9,Casual,Standard,,,,
Super Mario New Life!,Super Mario New Life!,,4,Newcomer,Standard,,,,
Super Mario Ocean,Super Mario Ocean,,36,Casual,Standard,,,,
Super Mario Odyssey,Super Mario Odyssey,,20,Casual,Standard,,,,
Super Mario Omega,Super Mario Omega,,100,Intermediate,Standard,,,,
Super Mario Outbreak,Super Mario Outbreak,,20,Casual,Standard,,,,
Super Mario OWMS,Super Mario OWMS,,13,Expert,Kaizo,,,,
Super Mario Pants World,Super Mario Pants World,,7,Expert,Kaizo,,,,
Super Mario Place,Super Mario Place,,81,Intermediate,Standard,,,,
Super Mario Planet,Super Mario Planet,,7,Casual,Standard,,,,
Super Mario Quest,Super Mario Quest,,19,Casual,Standard,,,,
Super Mario Radish Kingdom Adventure,Super Mario Radish Kingdom Adventure,,88,Advanced,Standard,,,,
Super Mario Redux,Super Mario Redux,,62,Casual,Standard,,,,
Super Mario Revelations,Super Mario Revelations,,12,Casual,Standard,,,,
Super Mario Robotical Trouble,Super Mario Robotical Trouble,,8,Casual,Standard,,,,
Super Mario SS2 - Bowser is Back,Super Mario SS2 - Bowser is Back,,34,Casual,Standard,,,,
Super Mario SS3 - PU,Super Mario SS3 - PU,,32,Intermediate,Standard,,,,
Super Mario Starlight,Super Mario Starlight,,30,Intermediate,Standard,,,,
Super Mario Starlight Remix,Super Mario Starlight Remix,,96,Newcomer,Standard,,,,
Super Mario Stole the Souls of the Innocent and Now Must Climb a Tower to Reclaim his Humanity World,Super Mario Stole the Souls of the Innocent and Now Must Climb a Tower to Reclaim his Humanity World,,1,Master,Kaizo,,,,
Super Mario Super Quest (demo),Super Mario Super Quest (demo),,20,Casual,Standard,,,,
Super Mario SuperStar,Super Mario SuperStar,,8,Casual,Standard,,,,
Super Mario Tales!,Super Mario Tales!,,6,Newcomer,Standard,,,,
Super Mario The Trip,Super Mario The Trip,,75,Casual,Standard,,,,
Super Mario Thousand Islands,Super Mario Thousand Islands,,17,Newcomer,Standard,,,,
Super Mario TKO,Super Mario TKO,,17,Casual,Standard,,,,
Super Mario Ubs,Super Mario Ubs,,7,Casual,Standard,,,,
Super Mario Ultima,Super Mario Ultima,,3,Intermediate,Standard,,,,
Super Mario Ultra World,Super Mario Ultra World,,9,Newcomer,Standard,,,,
Super Mario Underworld,Super Mario Underworld,,4,Casual,Standard,,,,
Super Mario Universe [SMWC #],Super Mario Universe,,30,Casual,Standard,,,,
Super Mario Universe [SMWC #],Super Mario Universe,,80,Casual,Standard,,,,
Super Mario Universe 2: The Adventure Resumes,Super Mario Universe 2: The Adventure Resumes,,62,Newcomer,Standard,,,,
Super Mario Universe Deluxe,Super Mario Universe Deluxe,,40,Casual,Standard,,,,
Super Mario Versus Bowser's New Army,Super Mario Versus Bowser's New Army,,19,Casual,Standard,,,,
Super Mario World - Bowser's Last Revenge,Super Mario World - Bowser's Last Revenge,,8,Newcomer,Standard,,,,
Super Mario World - Bowser's Return,Super Mario World - Bowser's Return,,60,Casual,Standard,,,,
Super Mario World - Bowser's Return Redux,Super Mario World - Bowser's Return Redux,,62,Casual,Standard,,,,
Super Mario World - Bulgarian Translation,Super Mario World - Bulgarian Translation,,96,Casual,Standard,,,,
Super Mario World - Final Mysterious Quest,Super Mario World - Final Mysterious Quest,,53,Intermediate,Standard,,,,
Super Mario World - Gamergull's Version,Super Mario World - Gamergull's Version,,33,Newcomer,Standard,,,,
Super Mario World - Hack Project,Super Mario World - Hack Project,,6,Newcomer,Standard,,,,
Super Mario World - Koopa Revenge,Super Mario World - Koopa Revenge,,20,Newcomer,Standard,,,,
Super Mario World - Leaving Dinosaur Island,Super Mario World - Leaving Dinosaur Island,,5,Casual,Standard,,,,
Super Mario World - Luigi's World Edition,Super Mario World - Luigi's World Edition,,19,Expert,Kaizo,,,,
Super Mario World - Mario's Expedition,Super Mario World - Mario's Expedition,,1,Advanced,Standard,,,,
Super Mario World - Mushroom Revolution,Super Mario World - Mushroom Revolution,,23,Casual,Standard,,,,
Super Mario World - Neeberz's Hack,Super Mario World - Neeberz's Hack,,26,Newcomer,Standard,,,,
Super Mario World - Parodian Art Edition,Super Mario World - Parodian Art Edition,,9,Casual,Standard,,,,
Super Mario World - Some Random Adventure,Super Mario World - Some Random Adventure,,15,Casual,Standard,,,,
Super Mario World - The 4 Elemental Jewels,Super Mario World - The 4 Elemental Jewels,,8,Casual,Standard,,,,
Super Mario World - The search of Luigi,Super Mario World - The search of Luigi,,7,Casual,Standard,,,,
Super Mario World - The Secret Levels,Super Mario World - The Secret Levels,,3,Newcomer,Standard,,,,
Super Mario World (Super Mario Bros. 4) : A Trip Full Of Fun!,Super Mario World (Super Mario Bros. 4) : A Trip Full Of Fun!,,5,Casual,Standard,,,,
Super Mario World + Land,Super Mario World + Land,,96,Casual,Standard,,,,
Super Mario World 1.5,Super Mario World 1.5,,66,Newcomer,Standard,,,,
Super Mario World 2,Super Mario World 2,,7,Newcomer,Standard,,,,
Super Mario World 2021 (PT-BR) + (USA),Super Mario World 2021 (PT-BR) + (USA),,92,Casual,Standard,,,,
Super Mario World 2025,Super Mario World 2025,,93,Casual,Standard,,,,
Super Mario World 3 - A whole new world,Super Mario World 3 - A whole new world,,44,Intermediate,Standard,,,,
Super Mario World 3 - Bowser's Revenge,Super Mario World 3 - Bowser's Revenge,,8,Newcomer,Standard,,,,
Super Mario World 3: The Koopas Strike Back,Super Mario World 3: The Koopas Strike Back,,29,Intermediate,Standard,,,,
Super Mario World 3: The Universe's Star!,Super Mario World 3: The Universe's Star!,,10,Newcomer,Standard,,,,
Super Mario World 4: The Shining Super Star,Super Mario World 4: The Shining Super Star,,6,Casual,Standard,,,,
Super Mario World 64,Super Mario World 64,,1,Casual,Standard,,,,
Super Mario World Adventure,Super Mario World Adventure,,7,Casual,Standard,,,,
Super Mario World ALPHA 2,Super Mario World ALPHA 2,,76,Casual,Standard,,,,
Super Mario World and Beyond,Super Mario World and Beyond,,5,Casual,Standard,,,,
Super Mario World And the 8 jars,Super Mario World And the 8 jars,,9,Casual,Standard,,,,
Super Mario World and the Bois!,Super Mario World and the Bois!,,16,Casual,Standard,,,,
Super Mario World Arrangement,Super Mario World Arrangement,,7,Casual,Standard,,,,
Super Mario World Beta,Super Mario World Beta,,17,Newcomer,Standard,,,,
Super Mario World Bowser's Vacation (JPN),Super Mario World Bowser's Vacation (JPN),,36,Intermediate,Standard,,,,
Super Mario World Central Production 2,Super Mario World Central Production 2,,108,Intermediate,Standard,,,,
Super Mario World Challenges,Super Mario World Challenges,,12,Advanced,Standard,,,,
Super Mario World Challenges 2,Super Mario World Challenges 2,,6,Advanced,Standard,,,,
Super Mario World Classic Comebacks,Super Mario World Classic Comebacks,,7,Newcomer,Standard,,,,
Super Mario World Competition Cartridge,Super Mario World Competition Cartridge,,0,Newcomer,Standard,,,,
Super Mario World feat. Marisa Kirisame,Super Mario World feat. Marisa Kirisame,,5,Casual,Standard,,,,
Super Mario World Future The Shadow Queen Returns 2021,Super Mario World Future The Shadow Queen Returns 2021,,52,Casual,Standard,,,,
Super Mario World Hacks 101,Super Mario World Hacks 101,,20,Casual,Standard,,,,
Super Mario World II,Super Mario World II,,97,Intermediate,Standard,,,,
Super Mario World Master Quest 1,Super Mario World Master Quest 1,,96,Casual,Standard,,,,
Super Mario World Master Quest 2,Super Mario World Master Quest 2,,96,Casual,Standard,,,,
Super Mario World Master Quest 3: The Adventure Of Mario,Super Mario World Master Quest 3: The Adventure Of Mario,,100,Intermediate,Standard,,,,
Super Mario World Master Quest 4: Redrawn,Super Mario World Master Quest 4: Redrawn,,70,Casual,Standard,,,,
Super Mario World Master Quest 8: The Final Quest,Super Mario World Master Quest 8: The Final Quest,,120,Casual,Standard,,,,
Super Mario World Master Quest Reborn,Super Mario World Master Quest Reborn,,89,Intermediate,Standard,,,,
Super Mario World Mix,Super Mario World Mix,,29,Intermediate,Standard,,,,
Super Mario World Random Revolution X,Super Mario World Random Revolution X,,0,Advanced,Standard,,,,
Super Mario World Reloaded,Super Mario World Reloaded,,6,Newcomer,Standard,,,,
Super Mario World Remix,Super Mario World Remix,,32,Intermediate,Standard,,,,
Super Mario World Revamped,Super Mario World Revamped,,5,Casual,Standard,,,,
Super Mario World Ridley X Hack,Super Mario World Ridley X Hack,,52,Casual,Standard,,,,
Super Mario World The Forest  Adventure,Super Mario World The Forest  Adventure,,1,Advanced,Kaizo,,,,
Super Mario World The Garden,Super Mario World The Garden,,1,Expert,Kaizo,,,,
Super Mario World The Pit Version,Super Mario World The Pit Version,,1,Expert,"Tool-Assisted, Pit",,,,
Super Mario World the Reture,Super Mario World the Reture,,6,Casual,Standard,,,,
Super Mario World Ultra,Super Mario World Ultra,,13,Casual,Standard,,,,
"Super Mario World: ""Not Over Yet""","Super Mario World: ""Not Over Yet""",,8,Casual,Standard,,,,
Super Mario World: A New Adventure 2,Super Mario World: A New Adventure 2,,5,Newcomer,Standard,,,,
Super Mario World: A Pineapple Kingdom,Super Mario World: A Pineapple Kingdom,,6,Newcomer,Standard,,,,
Super Mario World: A Super Mario Adventure,Super Mario World: A Super Mario Adventure,,50,Casual,Standard,,,,
